,0
3486,"गीता से ज्ञान मिला, ️रामायण से श्री राम, भाग्य से हिंदू धर्म मिला, किस्मत से हिंदुस्तान ||
️जय श्री राम️
https://youtube.com/channel/UClvH8E8GOqDBGRdcMLpJwdw"
3487,"गीता से ज्ञान मिला, ️रामायण से श्री राम, भाग्य से हिंदू धर्म मिला, किस्मत से हिंदुस्तान ||
️जय श्री राम️
https://youtube.com/channel/UClvH8E8GOqDBGRdcMLpJwdw"
3488, l am youtuber
3489,इस तिरंगे को कितने लाइक मिलते हैं।
3490," Mai youtubr hu मै यूटूबर हुँ
मेरे youtube channel से आपका चैनल
का मदद हो जायेगा मेरा चैनल  vhr rahul है"
3491," Mai youtubr hu मै यूटूबर हुँ
मेरे youtube channel से आपका चैनल
का मदद हो जायेगा मेरा चैनल  vhr rahul है"
3492," Mai youtubr hu मै यूटूबर हुँ
मेरे youtube channel से आपका चैनल
का मदद हो जायेगा मेरा चैनल  vhr rahul है"
3493,"Mai youtubr hu मै यूटूबर हुँ
मेरे youtube channel से आपका चैनल
का मदद हो जायेगा मेरा चैनल  है"
3494,Aby yar ....fir farzi vfx daal diye... achi khasi movie ki arsi tesi mar di
3495," Mai youtubr hu मै यूटूबर हुँ
मेरे youtube channel से आपका चैनल
का मदद हो जायेगा मेरा चैनल  vhr rahul है"
3496,"I am youtube 
 में YouTube हूं mera tech channel hai 
मेरा टेक चेनल हैं  
 Mere channel se aapka help ho sakata hai
मेरे चेनल से आपका हेल्प हो सकता है ,,

️️ nice video️"
3497,ram setu kam journey to the island jyada lag raha hai
3498,"I am YouTuber
मैं YouTuber हूं"
3499,Bahuit hard
3500,"Better than adipirush any day...  Better VFX, better screenplay, not modified character"
3501,"0:27 why can't Bollywood stop this ""Ek aadmi hai"""
3502,0:05 op bgm
3503,"No VFX
No sentiments hurt
Fully fictional
Yet awesome "
3504,"✓ जो पहले रुलाए और फिर आपको मनाए वो है - पापा 
✓ और जो आपको रुला के खुद रोने लग जाए वो है  - माँ"
3505,"Am youTuber
Mara Tech channel Hal
Mara channel Se Aapke Hal
Ho sukata"
3506,"Am youTuber
Mara Tech channel Hal
Mara channel Se Aapke Hal
Ho sukata"
3507,"Am youTuber
Mara Tech channel Hal
Mara channel Se Aapke Hal
Ho sukata"
3508,Thousand time better than adipurush trailer ️️️️
3509,Looking great
3510,कोन कोन माता_पिता ही स्वर्ग है subscribe
3511,"2019: #Housefull4 
2020: #Laxmi 
2021: #Sooryavanshi ️
2:10 Hope this 2022 Diwali  again Akshay Paaji ️ gives #RamSetu  a bang! "
3512,"Am  you Tuber
Mara Thon channel Hal
Mara channel  Se Aapka Hal
Ho sukata Hal"
3513,Ramsetu bas movie akshy sar is bast aktars jay shiri ram
3514,Please bhai Mera bhi channel se aapka Channel se mera support ho sakta hai please
3515," i am youtuber 
 Mera Tech Channel Hai 
Mere channel se Apko Mera gameing video Dek kar Help Sakta hai 

️️ Nice video ️️"
3516,"0:52 in which way is illumianti symbol connected with rama setu , i just hope they don't try to deviate from central idea of proving the rama setu . pls don't mess with ramayan like adipurush did , ramayan repersents indians and their culture"
3517," i am youtuber 
 Mera Tech Channel Hai 
Mere channel se Apko Mera gameing video Dek kar Help Sakta hai 

️️ Nice video ️️"
3518," i am youtuber 
 Mera Tech Channel Hai 
Mere channel se Apko Mera gameing video Dek kar Help Sakta hai 

️️ Nice video ️️"
3519,Akshay ki iss saal ki first film jo chalegi
3520," i am youtuber 
 Mera Tech Channel Hai 
Mere channel se Apko Mera gameing video Dek kar Help Sakta hai 

️️ Nice video ️️"
3521," i am youtuber 
 Mera Tech Channel Hai 
Mere channel se Apko Mera gameing video Dek kar Help Sakta hai 

️️ Nice video ️️"
3522,"2:00 we are getting 2 culture inspired flim on same day ,
HAR HAR MAHADEV & RAMSETU .
WHICH YOU ARE GONNA PREFER  or both ?"
3523,I think it's based on the events from 2008 when the government at that time asked to demolish Ram Setu and built Shipyard they said that Bhagwan Ram was a fictional character at that time the leader of the Hindu mahaparishad gave facts to the supreme court and Ram Setu was saved
3524," i am youtuber 
 Mera Tech Channel Hai 
Mere channel se Apko Mera gameing video Dek kar Help Sakta hai 

️️ Nice video ️️"
3525,This is hilarious 
3526,"Duniya keliye jo mystery hai, wo Hamari history hai... Jai shree Ram ️"
3527,this time sanghis can’t boycott 
3528,"0:20 sarkar ne ....
DO IT BASED ON TRUE STORY 
BECAUSE ONCE government demanded it"
3529,Hope TN watch this and understand their own glory and also the intent of  their  governments in thinking of destruction of visible Ram Sethu earlier.
3530,And finally Bollywood is doing something great...jay shree ram....
3531,गर्व से कहो हम हिंदू हैं।
3532,Proud to be a Hindu 
3533,Looks good but hope the team has detailed study on this topic and talk about scientific facts  which is in favour of man made bridge and not just the mythology which can not be digested in modern world... Jay shree ram...
3534,Looks much much better than the Aadipurush Trailer 
3535,Akshay is backwith another blockbuster .... 2.0 and this role of Akshay is really loking Natural and absolutely fantastic ️
3536,"Goosebumps every moment.
Great BGM
great dialogues
Kudos to the team of Ram Setu
Jai Shree Ram ️"
3537,"Goosebumps every moment.
Great BGM
great dialogues
Kudos to the team of Ram Setu
Jai Shree Ram ️"
3538,"Goosebumps every moment.
Great BGM
great dialogues
Kudos to the team of Ram Setu
Jai Shree Ram ️"
3539,"Goosebumps every moment.
Great BGM
great dialogues
Kudos to the team of Ram Setu
Jai Shree Ram ️."
3540,"1:25 BGM 
i will watch first day & first show can't wait ️️"
3541,No other actors in the world who can compare with Mr Khiladi Akshay Kumar
3542,No other actor in the world who can role in all formats. You are the biggest actor Akshay sir.
3543,Wow awesome and mindblowing trailer akshay will break all box office collection record by this movie 
3544,"श्री राम का वंशज हूँ मैं, गीता ही मेरी गाथा है,
गर्व से कहता हूँ, भारत ही मेरी माता है. "
3545,"thanks to the team for picking up Bharat cultural issue and Hinduism concept , very excited to watch the whole story unfolding ,BTW super trailer"
3546,good to see Tollywood Actor satya dev in bollywood.. all the best to the team
3547,"My God,last. Scene was goosebumps,when Akshay,lift Ramsetu's stone and walking on the stone."
3548,This time Akshay will get some response from Audience... It's treasure hunt shot is epic....
3549,Goosebumps trailer ️
3550,"Really loved akshays acting, even though he is an canadian citizen his heart is in India"
3551,"what a trailer, MIND-BLOWING"
3552,The ending though 
3553,Ramsetu loaded goosebumps all over it
3554,Next level ️️️or  another hit of akki
3555,THIS IS BANGER !! KUDOS TO THE TEAM !! JAI SHREE RAM !! SUPER DUPER HIT ON THE WAY
3556,last scene... goosebumps 
3557,Just ultimate.. blockbuster subject..blockbuster acting ..blockbuster release date... blockbuster movie RamSetu trailer is so impressive.
3558,Can't wait to watch...Akki is back with masterpiece
3559,Finally akshay gonna rock the silver screen 
3560,Aapki movie hit hi jaayegi Akshay sir️
3561,This is called a movie and trailer.....eagerly waiting for this movie......Akshay has choosen superb script this time. Blockbuster hogi.
3562,"इस देश का इतिहास और इंसान अमर था,अमर है और हमेशा अमर रहेगा।बड़ों का सम्मान, छोटों को प्यार,अनेकता में एकता यही हमारी विशेषता।"
3563,It is going to be a blockbuster 
3564,"After a long time, Bollywood rock's ️"
3565,Watching actor sathya dev growing this far is really wonderful....
3566,"Whoever created the BGM, give him award for best BGM of the year."
3567,goosebumps 
3568,"Jai shree ram 
This movie will definitely be a blockbuster "
3569,"Waah  just wow ️ trailer
Goosebumps in every sec 
Eagerly awaiting for this Diwali "
3570,Finally I saw something new and fresh content from bollywood 
3571,"Goosebumps when played bgm Ram Ram Ram… 
Waiting for that track first"
3572,Blockbuster on the roll.... mind-blowing trailer.... awesome music and Akki is back with a bang
3573,Goosebumps ️️️
3574,Masterpiece ️️️will hit no boycott now for this movie
3575,Goosebumps️️️
3576,"This movie is glorifying The Great Indian History. Let's support this movie and make it the BIGGEST BLOCKBUSTER OF ALL TIME. 
The trailer looks mesmerizing, absolutely beautiful....the sceneries, VFX, BGM, Color Grading each and everything is marvelous...Can't wait to witness this MASTERPIECE in Theaters 

JAI SHREE RAM "
3577,"This movie is glorifying The Great Indian History. Let's support this movie and make it the BIGGEST BLOCKBUSTER OF ALL TIME. 
The trailer looks mesmerizing, absolutely beautiful....the sceneries, VFX, BGM, Color Grading each and everything is marvelous...Can't wait to witness this MASTERPIECE in Theaters 

JAI SHREE RAM "
3578,"This movie is glorifying The Great Indian History. Let's support this movie and make it the BIGGEST BLOCKBUSTER OF ALL TIME. 
The trailer looks mesmerizing, absolutely beautiful....the sceneries, VFX, BGM, Color Grading each and everything is marvelous...Can't wait to witness this MASTERPIECE in Theaters 

JAI SHREE RAM "
3579,"This movie is glorifying The Great Indian History. Let's support this movie and make it the BIGGEST BLOCKBUSTER OF ALL TIME. 
The trailer looks mesmerizing, absolutely beautiful....the sceneries, VFX, BGM, Color Grading each and everything is marvelous...Can't wait to witness this MASTERPIECE in Theaters 

JAI SHREE RAM "
3580,Masterpiece ️️ blockbuster hit
3581,It will be super hit bgm 
3582,Finally ak ne comeback kiya 
3583,🇮🇳️Jai shri ram..love from tamilnadu ️
3584,Goosebumps 
3585,What a trailer yr  mind-blowing BGM ️️️️
3586,"That's called Content ️
Massive Hit...it was "
3587,"Akshay sir is back -
Jai shree Ram last dialogue is amazing "
3588,Looking forward to see Satya dev's performance in the film
3589,this movie must be a masterpiece 
3590,A Master Piece 
3591,"This movie is glorifying The Great Indian History. Let's support this movie and make it the BIGGEST BLOCKBUSTER OF ALL TIME. 
The trailer looks mesmerizing, absolutely beautiful....the sceneries, VFX, BGM, Color Grading each and everything is marvelous...Can't wait to witness this MASTERPIECE in Theaters 

JAI SHREE RAM ."
3592,"This movie is glorifying The Great Indian History. Let's support this movie and make it the BIGGEST BLOCKBUSTER OF ALL TIME. 
The trailer looks mesmerizing, absolutely beautiful....the sceneries, VFX, BGM, Color Grading each and everything is marvelous...Can't wait to witness this MASTERPIECE in Theaters 

JAI SHREE RAM ."
3593,Respect of Akshay Kumar ️
3594,Who are Satydev fans here he is one among the best heroes of tollywood
3595,Amazing trailer I am really very excited 
3596,"Now this looks Promising comeback from Akki.
Rocked .
Trailer is Awesome."
3597,I love Akshay Sir 
3598,Another masterpiece after Krtikeye 2.  This year is ️
3599,Getting some  good vibes from this trailer just hope that the movie should also be as much as good
3600,We are proud of you Akshay Sir that you leaved your country Canada and role in the Indian movie. You give always blockbuster movie in India
3601,What I like about the most is the creator have given proper context that the movie revolves around the super court verdict of ram setu existence. &  revolves around it. Not an imaginary plot unlike other. eye pleasing location & good dialogue. Great trailer.
3602,Goosebumps  blockbuster loading
3603,This is gonna be akshay Kumar sir's next blockbuster after sooryavanshi 
3604,Last scene pura goosebumps 
3605,This will be epic 
3606,"Goosebumps every moment.
Great BGM
great dialogues
Kudos to the team of Ram Setu
Jai Shree Ram ️Goosebumps every moment.
Great BGM
great dialogues
Kudos to the team of Ram Setu
Jai Shree Ram ️."
3607,Wow!!!....The trailer more brilliant than the teaser...!...This is not just a film....It is a National movement!!!
3608,"WOW AMAZING TRAILER AKSHAY KUMAR YOU ARE FANTASTIC, JAY SHREE RAM "
3609,After a long time Bollywood Wil back with a great movie ️
3610,"Goosebumps all over scene!
Aksay sir you can possible this 
Jai shree Ram "
3611,After a long time akshay kumar is back with a best story hope everyone go to theatre for watching this movie
3612,Akshay back in form... India is going to witness the superb actor in Satyadev 
3613,"Goosebumps guaranteed 
Jay Shree Ram "
3614,You are the only one actor who can role in all formats
3615,Litreally Goosebumbs
3616,One word for ram setu : Mind-blowing ️
3617,Last seen awesome Akshay sir kind off Bollywood
3618,Goosebumps 
3619,Can't wait 
3620,"Will be a superhit, god bless you for bringing up our history back"
3621,Amazing 
3622,In Short this year belongs to Ajay Devgn Sir with all kinds of roles that he did justice to now awaiting for Drishyam 2 and Maidaan
3623,Wow akshya never disappoints us.  Jai shri Rama looking forward to ram setu.  Thank you Akshay.  Super hit for sure
3624,Goosebumps started from 1.13  mind blowing 
3625,Loved the Trailer! <3 
3626,Looks very promising. Will watch it in the theatres!!!!
3627,Epic and historical story️️️
3628,What a BEAUTIFUL movie . I will watch on 1st day 1st show ️️
3629, Mind -blowing 
3630,fantastic trailer and it will be a big bluckbuster.... thank you all the team( specially mention director sir) of this film.... content fire acting fire toh film fire and collection will also fire.... Jay sri ram 
3631,Ram Ram BGM is on fire 
3632,Hope this turns out to be huge hit. Jai Shree Ram!
3633,Really Hard goosebumps ️
3634,Superb story New concept new look 
3635,From PK to Ram Setu bollywood now understand who we are.... (Shri Ram Bhakat)
3636,"Trailer looks great 
Satyadev is a fantastic actor 
love from South 
Jai Shree Ram"
3637,Amazing trailer.  BGM is 
3638,goosebumps akki sir
3639,This is much needed movie as to remember Our Culture and history which is diminishing day by day 
3640,Mind blowing ️️
3641,Looks promising... Hope it does justice to our history... Jay shree ram...
3642,Hope old Akshay is back with Ram Setu 
3643,We can see Akshay kumar honesty and dedication for this movie.
3644,After a long time fabulous bgm from Bollywood
3645,"BGM.. mind-blowing
Story writing so strong "
3646,"Just loved it  ""Duniya me  ram ji ke lakho mandir hai per setu 1 hi ""  great work team ... Best movie of Akshay this year"
3647,After Karthikeya.. Eagerly waiting For Ramsetu 
3648,Masterpiece
3649,Akki sir choose Fantastic script of Ram Setu
3650,Mind blowing 
3651,"Omg ,
Owsome feeling proud that AK sir presenting this."
3652,Akshay is back with new fresh story 
3653,This is gonna be Come Back for Akki
3654,Akshay kumar is a real legend   
3655,This is looking different 
3656,The legend akki  will come back after some flops...
3657,mind blowing ️️️️
3658,Ramsetu is combination of sentiments and science together
3659,"As a Hindu. This movie is a gem for me.
Brahmavishnu mahesh"
3660,Amazing 
3661,Good bgm️️️
3662,7000 years old history will change the Indian cinema’s history. जय श्री राम 
3663,Finally original in Bollywood...
3664,"Last scene, aki with ramsila was just can't express"
3665,Power of Ramayana ️️️
3666,# ramayan is our history ️
3667,That's amazing man ️
3668,"Certainly a hit , will watch"
3669,Adipurush is nothing in front of RamSetu 
3670,Akhi is back with old charam️️️️
3671,Our legend A. K is back
3672,
3673,Background music is goosebump.ram ram ram ram.
3674,It could be a good movie fingers crossed ️
3675,Master piece 
3676,bgm 
3677,Very impressive sir most exited for this film
3678,Looks promising 
3679,️️ definitely i have watched this again
3680,awesome 
3681,Finally a legitimate trailer.
3682,This is not India’s history this is World’s history jai shree raam 
3683,ಜೈ ಶ್ರೀರಾಮ್ 
3684,"We need these types of movies from Bollywood.... There are a lot of epic stories about hindu mithology, there should be more movies about indian archeological history..."
3685,Just awesome 
3686,"This is 100x better than Adipurush
Loved this trailer incredible dialogue real Akshay Kumar sound not dubbed by other like Prabhas (Adipurush)"
3687,Congratulations ️️
3688,Sanjay manjhi petroller Jai Sita Ram Akshay Kumar Sir
3689,This one 
3690,I don't like Akshay Kumar for his political ideology but this movie gonna be blockbuster for sure. Goosebumps all over it.
3691,"Vfx are Not Hollywood Level but lot lot lot better than Adipurush.. Fresh script , No Nudity in Trailer ( i hope there are no nonsense scenes in movie too), Excited to see... Duniya mein Shri Raam ji ke laakho Mandir hai par setu sirf ek... - Dil ko chu gaya yeh dialog."
3692,Amazing..
3693,Really 1000 times better then adipurush's trailer! Akshay's film always rocks 
3694,"Literally love the trailer
×1000 times beter than adipurush"
3695,"Need more movies to explore our ancient history.. Ek movie destructive weapons pe bhi ani chayie.. Bhagwan shiv ke , krishan ji ke sudarshan chakr pe etc.. Ashoka ke 9 mysterious men"
3696,Fresh background music after a long time from Bollywood
3697,
3698, I am youtuber  main youtuber hun Mera tag channel hai Mere channel se aapki help ho sakta hai nice video
3699,Our indian mythologies are ever green. It's superior than any other mythologies in this universe. Our directors should focus on it...
3700,"This movie is having everything to be a super hit in North India. Ram, Ram Setu, Patriotic and Touch of hinduism. Modi's Photo was missed. Perfect movie for Bhakts."
3701,सत्कार करो मिस कॉल करो
3702,আশা করবো এবার অন্তত বলিউড আমাদের ধর্ম ও সংস্কৃতিকে উপহাস না করে গৌরবের সঙ্গে উপস্থাপন করবে....জয় শ্রীরাম।
3703,Adipurush crying at the corner 
3704,@0:10 why CGI a helicopter? Lol
3705,"Till 1:11 , trailer was looking good. Then I saw the diving suit..."
3706,Adipurush se to achhi hi hai
3707,"00:23 i want this paper Weight !!!!
️"
3708,"Ram setu kitna saal purana hai 7000
Toh fir Ram setu dwapar Yug me bana tha kya"
3709,Far better than Adipurush...yes from trailer it seems a one time watch....good luck to Akshay and team...
3710,500 crore plus kmaega.....likh k le lo
3711,Ab batao adipurush acha hai ya ramsetu 
3712,Ram hai to hum hai ️ Jai shree ram
3713,"1:59 drivedi sir AAP PAR PUBLIC NE ""PRITHVIRAJ MOVIE "" k time bhi trust Kiya tha firse kar rahe ,
Firse Tod mat dena bharosa public ka"
3714,"100% 
Ram ke lakho mandir hai 
Par ..?
Ram shetu ek .
Jay shri Ram"
3715," i am youtube 
 में यूटीबर हूं 

जो मारे कॉमेंट पड़ रहा है भगवान उसकी 
मां की उम्र    साल बढ़ा दे"
3716," i am youtube 
 में यूटीबर हूं 

जो मारे कॉमेंट पड़ रहा है भगवान उसकी 
मां की उम्र    साल बढ़ा दे"
3717," i am youtube 
 में यूटीबर हूं 

जो मारे कॉमेंट पड़ रहा है भगवान उसकी 
मां की उम्र    साल बढ़ा दे"
3718," i am youtube 
 में यूटीबर हूं 

जो मारे कॉमेंट पड़ रहा है भगवान उसकी 
मां की उम्र    साल बढ़ा दे"
3719," i am youtube 
 में यूटीबर हूं 

जो मारे कॉमेंट पड़ रहा है भगवान उसकी 
मां की उम्र    साल बढ़ा दे"
3720," i am youtube 
 में यूटीबर हूं 

जो मारे कॉमेंट पड़ रहा है भगवान उसकी 
मां की उम्र    साल बढ़ा दे"
3721," i am youtube 
 में यूटीबर हूं 

जो मारे कॉमेंट पड़ रहा है भगवान उसकी 
मां की उम्र    साल बढ़ा दे"
3722," i am youtube 
 में यूटीबर हूं 

जो मारे कॉमेंट पड़ रहा है भगवान उसकी 
मां की उम्र    साल बढ़ा दे"
3723,"I Am YouTuber  
मै YouTuber हु 
Mera Comedy Channel Hai 
मेरा कोमेडी चैनल है 
Mere Channel Se Aapka Help Mileage"
3724,"I Am YouTuber  
मै YouTuber हु 
Mera Comedy Channel Hai 
मेरा कोमेडी चैनल है 
Mere Channel Se Aapka Help Mileage"
3725," I Am YouTuber 
मै YouTuber हु 
Mera Comedy Channel Hai 
मेरा कोमेडी चैनल है
Mere Channel Se Aapka Help Mileage,"
3726,"I Am YouTuber
मै Youtuber हूं 
Mera Tech Channel hai
मेरा टेक चैनल है
Mere Channel se aapka help ho sakta hai
मेरे चैनल"
3727,Iam utuber. Mera ayasmh chanel hai. Mera chanelko help sakta hai. Nice movie
3728,"Iam youtube 
I help you
Nice video"
3729,Ramayan 7000 sal prana nhi hai ye galat hai is yug ke lakho sal bit chuke hai  jab 1 yug ki aayu 4 lakh sal se bhi adhik hoti hai to ramayan 7000 sal purana kaise ho sakta hai
3730,abe ye kya bawaseer hai bhai
3731,Bandaa itihaas ka matlab english mein kyun samjha raha hai..samajh nahi aaya
3732, मे ऐक यूटयूबर हू मेरा टैग चैनल हे मेरे चैनल से आपका हैल्प हौ सकता है thanks video 
3733,Please bro
3734,Another coming disaster of canadian kumar 
3735,i am you tuber  mere chanel se aap ka help ho sekta hai most helper chalen🇮🇳
3736,Block baster
3737,प्लीज जी आपसे कुछ विनती मांगना चाहता हूं जैसे मेरा यूट्यूब चैनल संस्कृत नहीं भाग रहा है कुछ मदद कर दीजिए
3738,मे ऐक यूटयूबर हू मेरा टैग चैनल हे मेरे चैनल से आपका हैल्प हौ सकता है thanks video
3739,Jab Ramayan hi ek mythological story hai to Ramsetu kaha se exist krega. Ye bs public ke emotions ka fayda uthane wali film hai.
3740,clever and cunning  akshay kumar.......taking advantage of the prevailing atmosphere in country and making a movie on subject which people will definitely watch and want to see.....using their religious sentiments to his own advantage
3741," I am youtuber 
️️ Mere tack chanel hai
Meri chanel apki help ho sakti hai"
3742,मे ऐक यूटयूबर हू मेरा टैग चैनल हे मेरे चैनल से आपका हैल्प हौ सकता है Tanks video
3743,Kamla pasand bhi ek hai
3744,"I am youtube
I help you
Nicevideo"
3745,Ram setu is best then Aadipurush
3746," में youtuber हूं 
मेरे chennal से आपकी मदद हो
सकती है ️️️ में youtuber हूं 
मेरे chennal से आपकी मदद हो
सकती है ️️️
️️ nice video ️️
️️ nice video ️️"
3747,Kya bawasir hai ye
3748,My youtuberhu Mere channel se aapka kuchh help ho sakta hai
3749,"Ram setu ka rahasya
https://youtube.com/shorts/QNKdhvlWeu0?feature=share"
3750,Just after watching kantara this trailer looks like a joke ....kantara movie shows the varah roop of lord Vishnu which shows the mythologies of Indian culture in true spirit.........no offence to anyone but hats off to the makers of kantara specially rishab Shetty sir
3751,"️:Ashish Latti Wala;️
️️mera channel ️️️
️मेरा चैनल ️
Mera challel se app ki help ho sakte ️️hai ️"
3752,"️:Ashish Latti Wala;️
️️mera channel ️️️
️मेरा चैनल ️
Mera challel se app ki help ho sakte ️️hai ️"
3753,"️:Ashish Latti Wala;️
️️mera channel ️️️
️मेरा चैनल ️
Mera challel se app ki help ho sakte ️️hai ️"
3754,"️:Ashish Latti Wala;️
️️mera channel ️️️
️मेरा चैनल ️
Mera challel se app ki help ho sakte ️️hai ️"
3755,️️nice trailer
3756,कौन कौन मानता  है  कि  माता _पिता के चरणों में  स्वर्ग है!️
3757,मैं यही कामना करता हूँ कि आज के दिन हर किसी की जिंदगी में कोई ना कोई खुशी की खबर जरूर मिले
3758,Interesting love this️️
3759,जय श्री राम ️
3760,Wow amazing 
3761,This movie will be blockbuster
3762,"Jai sri ram  epic movie
             Epic constant"
3763,Better than Adipurush trailler
3764,Jai shree Ram
3765,
3766,जय श्री राम जय श्री राम 
3767,Epic movie 
3768,Very good
3769,Nice video
3770,All time blockbuster movie hoga.
3771,"Yup, only Akshay can save Ram setu that has been there for ages"
3772,Jai Shree Ram 
3773,BOLLYWOOD KO JANTA SE KUCH TO KAAM HE TABHI HAR JAGAH PRABHU SHREE RAM KA NAAM HAI 
3774,Blockbuster movie dekhne ke liye jaldi release karo
3775,Jay Shree ram 
3776,superhit hogi
3777,Akshay Kumar my favorite ram setu
3778,trailer dekh khujli mch gyi ki  Mobile k jgh multiplex me jayenge Dekhne 
3779,Yeh History Based Movie Hai Ya Action Based 
3780,Last hopefrom bollywood
3781,जय श्री राम
3782,Ye jarur dhkne jaauga movie  bs esm glt baat na kar de koi movie mai kuch 
3783,Awesome
3784,Jai shree Ram
3785,कौन कौन इंडिया से देख रा है 🇮🇳🇮🇳
3786,Gjb movie hoga
3787,सारे चैनल से आपके लिए बहुत सहायता होगी
3788,Akki 
3789,कोन कोन मानता है माता पिता के चरणों में स्वर्ग है ️
3790,Akshay Kumar
3791,Mera ak teg chenl he
3792,मैं यूट्यूब पर हूं 
3793,"I am Youtuber 
मे यूट्यूबर् हू...."
3794,Me ak utyuber hu   
3795,Zoke of the year 2022
3796,Jab Tak hum hain ram ka naam puri duniya main gunjega . Jai shri ram ! 
3797,मैं यूट्यूब पर हूं 
3798,"Itna kharab vfx, topic acha hai lekin direction nahi"
3799,Jisne channel ko subscribe nahin kiya uski Man Ki Kasam
3800,Video song release kyu nahi ho raha hai fir prithviraj wali galti no hype atleast jai shri ram song release ho jana tha navratri me hi
3801,Jai Shree Ram
3802,Ab Ram ke naam pe paisa kamayega lol 
3803,Nice go
3804,"I am YouTuber 

  Mera tech channel hi

 Mere channel se apka help ho skta hai 

️ Nice video ️"
3805,"I am YouTuber 

  Mera tech channel hi

 Mere channel se apka help ho skta hai 

️ Nice video ️"
3806,main ek youtuber hun Mera YouTube channel se aapka fayda ho sakta hai mere YouTube channel take mein hai nice video
3807,Main YouTube per hun mere YouTube channel tech mein hai mere YouTube channel se aapka fayda hai nice video
3808,"l am a youtuber 
YouTube mera tech challenge haimere challange se aapa ka help ho sakta hai nice video"
3809,"l am a youtuber 
YouTube mera tech challenge haimere challange se aapa ka help ho sakta hai nice video"
3810,"l am a youtuber 
YouTube mera tech challenge haimere challange se aapa ka help ho sakta hai nice video"
3811,"l am a youtuber 
YouTube mera tech challenge haimere challange se aapa ka help ho sakta hai nice video"
3812,"l am a youtuber 
YouTube mera tech challenge haimere challange se aapa ka help ho sakta hai nice video"
3813,"l am a youtuber 
YouTube mera tech challenge haimere challange se aapa ka help ho sakta hai nice video"
3814,"l am a youtuber 
YouTube mera tech challenge haimere challange se aapa ka help ho sakta hai nice video"
3815,"l am a youtuber 
YouTube mera tech challenge haimere challange se aapa ka help ho sakta hai nice video"
3816,"l am a youtuber 
YouTube mera tech challenge haimere challange se aapa ka help ho sakta hai nice video"
3817,Red Joker 9999.
3818,"https://youtu.be/zdjELscMBpw 
Pani nikal degi ye web series "
3819,Main YouTube per hun mera YouTube channel take mein hai mere YouTube channel se aapka fayda hai nice video
3820,Main YouTube per hun  mere YouTube channel take mein hai mere YouTube channel se aapka fayda hai nice video
3821,Main YouTube per hun  mere YouTube channel take mein hai mere YouTube channel se aapka fayda hai nice video
3822,"I Am YOUTuber
मै  Youtuber hu 
Mera tech chanal hai
Mere chanal se aapka help ho sakta 
NICE VIDEO"
3823," am youtuber
️मे youtuber हू 
 Mera tech  channel hai
मेंरा टेक चैनल है ️
Mere channel se aapke help ho Sakta hai
मेंरे चैनल से आपको हेल्प हो सकता है 
️NICES VIDEO ️"
3824,Main YouTube per hun  mera YouTube channel take mein hai Mera YouTube channel se aapka fayda hai nice video
3825,"Im YouTuber
मै युटुवर हुँ।
mere  Chanel se apki help ho sakte hai मेरे चैनल आपके हेल्प हो सकते हैं। 
mera teck Chanel hai मेरा टेक चैनल हैं।
nice video "
3826,Main YouTube per hun  mere YouTube channel tech mein hai Mera YouTube channel se aapka fayda hai nice video
3827,Main YouTube per hun  mere YouTube channel take mein hai mere YouTube channel se aapka fayda hai nice video
3828,Main YouTube per hun mera YouTube channel take mein hai Mera YouTube channel se aapka fayda hai nice video
3829,"I Am YouTuber
 YouTube Mera Tech  challenge hai
Mera challenge se aapka help ho sakta hai
️ Nice video️"
3830,"I Am YouTuber
 YouTube Mera Tech  challenge hai
Mera challenge se aapka help ho sakta hai
️ Nice video️"
3831,"I Am YouTuber
 YouTube Mera Tech  challenge hai
Mera challenge se aapka help ho sakta hai
️ Nice video️"
3832,"I Am YouTuber
 YouTube Mera Tech  challenge hai
Mera challenge se aapka help ho sakta hai
️ Nice video️"
3833,"I Am YouTuber
 YouTube Mera Tech  challenge hai
Mera challenge se aapka help ho sakta hai
️ Nice video️"
3834,"I Am YouTuber
 YouTube Mera Tech  challenge hai
Mera challenge se aapka help ho sakta hai
️ Nice video️"
3835,Main upar hun
3836,"I am you tuber
Mera teg channel he
Mere channel se aapka help ho sakta hai
 Nice video"
3837,aapko meri video se bahut help mileg 
3838,Main YouTube per hun  mera YouTube channel take mein hai mere YouTube channel se aapka fayda hai nice video
3839,Main YouTube per hun  mera YouTube channel take mein hai mere YouTube channel se aapka fayda hai nice video
3840,"I AM YOUTUBER 
 ️️ मैं YOUTUBER हूं ️️
MERA FACT CHANNEL HAI
  मेरा FACT चैनल हैं 
MERE CHANNEL SE AAP KO HELP HO SAKATA HAI
 Nice video"
3841,Main YouTube per hun  mere YouTube channel take mein hai mere YouTube channel se aapka fayda hai nice video
3842,appko meri video se bahut help mileg 
3843,"️ I'm youtuber ️
 ️ || मैं यूट्यूबर हूँ || ️
 !|| Mera FF Video channel Hai ||!
||_! Mera Channel Sa Upka Help ho santi hai !_||
!! ️ (मेरा चैनल सा उपका हेल्प हो शांति है) ️ !!

 ️   Nice Video"
